id,cve_id,commit_url,project_name,commit_id,repo_url
6847,CVE-2020-7600,https://github.com/diegohaz/querymen/commit/1987fefcb3b7508253a29502a008d5063a873cef,querymen,1987fefcb3b7508253a29502a008d5063a873cef,https://github.com//diegohaz/querymen
6848,CVE-2020-7609,https://github.com/mithunsatheesh/node-rules/commit/100862223904bb6478fcc33b701c7dee11f7b832,node-rules,100862223904bb6478fcc33b701c7dee11f7b832,https://github.com//mithunsatheesh/node-rules
6849,CVE-2020-7609,https://github.com/mithunsatheesh/node-rules/commit/100862223904bb6478fcc33b701c7dee11f7b832%2C,node-rules,100862223904bb6478fcc33b701c7dee11f7b832%2C,https://github.com//mithunsatheesh/node-rules
6850,CVE-2020-7611,https://github.com/micronaut-projects/micronaut-core/commit/9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1,micronaut-core,9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1,https://github.com//micronaut-projects/micronaut-core
6851,CVE-2020-7622,https://github.com/jooby-project/jooby/commit/b66e3342cf95205324023cfdf2cb5811e8a6dcf4,jooby,b66e3342cf95205324023cfdf2cb5811e8a6dcf4,https://github.com//jooby-project/jooby
6852,CVE-2020-7637,https://github.com/typestack/class-transformer/commit/8f04eb9db02de708f1a20f6f2d2bb309b2fed01e,class-transformer,8f04eb9db02de708f1a20f6f2d2bb309b2fed01e,https://github.com//typestack/class-transformer
6853,CVE-2020-7638,https://github.com/davideicardi/confinit/commit/a34e06ca5c1c8b047ef112ef188b2fe30d2a1eab,confinit,a34e06ca5c1c8b047ef112ef188b2fe30d2a1eab,https://github.com//davideicardi/confinit
6854,CVE-2020-7639,https://github.com/eivindfjeldstad/dot/commit/774e4b0c97ca35d2ae40df2cd14428d37dd07a0b,dot,774e4b0c97ca35d2ae40df2cd14428d37dd07a0b,https://github.com//eivindfjeldstad/dot
6855,CVE-2020-7640,https://github.com/jhuckaby/pixl-class/commit/47677a3638e3583e42f3a05cc7f0b30293d2acc8,pixl-class,47677a3638e3583e42f3a05cc7f0b30293d2acc8,https://github.com//jhuckaby/pixl-class
6856,CVE-2020-7640,https://github.com/jhuckaby/pixl-class/commit/47677a3638e3583e42f3a05cc7f0b30293d2acc8%2C,pixl-class,47677a3638e3583e42f3a05cc7f0b30293d2acc8%2C,https://github.com//jhuckaby/pixl-class
6857,CVE-2020-7642,https://github.com/aFarkas/lazysizes/commit/3720ab8262552d4e063a38d8492f9490a231fd48,lazysizes,3720ab8262552d4e063a38d8492f9490a231fd48,https://github.com//aFarkas/lazysizes
6858,CVE-2020-7647,https://github.com/jooby-project/jooby/commit/34f526028e6cd0652125baa33936ffb6a8a4a009,jooby,34f526028e6cd0652125baa33936ffb6a8a4a009,https://github.com//jooby-project/jooby
6859,CVE-2020-7649,https://github.com/snyk/broker/commit/90e0bac07a800b7c4c6646097c9c89d6b878b429,broker,90e0bac07a800b7c4c6646097c9c89d6b878b429,https://github.com//snyk/broker
6860,CVE-2020-7660,https://github.com/yahoo/serialize-javascript/commit/f21a6fb3ace2353413761e79717b2d210ba6ccbd,serialize-javascript,f21a6fb3ace2353413761e79717b2d210ba6ccbd,https://github.com//yahoo/serialize-javascript
6861,CVE-2020-7662,https://github.com/faye/websocket-extensions-node/commit/29496f6838bfadfe5a2f85dff33ed0ba33873237,websocket-extensions-node,29496f6838bfadfe5a2f85dff33ed0ba33873237,https://github.com//faye/websocket-extensions-node
6862,CVE-2020-7663,https://github.com/faye/websocket-extensions-ruby/commit/aa156a439da681361ed6f53f1a8131892418838b,websocket-extensions-ruby,aa156a439da681361ed6f53f1a8131892418838b,https://github.com//faye/websocket-extensions-ruby
6863,CVE-2020-7667,https://github.com/sassoftware/go-rpmutils/commit/a64058cf21b8aada501bba923c9aab66fb6febf0,go-rpmutils,a64058cf21b8aada501bba923c9aab66fb6febf0,https://github.com//sassoftware/go-rpmutils
6864,CVE-2020-7670,https://github.com/ohler55/agoo/commit/23d03535cf7b50d679a60a953a0cae9519a4a130,agoo,23d03535cf7b50d679a60a953a0cae9519a4a130,https://github.com//ohler55/agoo
6865,CVE-2020-7677,https://github.com/thenables/thenify/commit/0d94a24eb933bc835d568f3009f4d269c4c4c17a,thenify,0d94a24eb933bc835d568f3009f4d269c4c4c17a,https://github.com//thenables/thenify
6866,CVE-2020-7688,https://github.com/mikaelbr/mversion/commit/b7a8b32600e60759a7ad3921ec4a2750bf173482,mversion,b7a8b32600e60759a7ad3921ec4a2750bf173482,https://github.com//mikaelbr/mversion
6867,CVE-2020-7692,https://github.com/googleapis/google-oauth-java-client/commit/13433cd7dd06267fc261f0b1d4764f8e3432c824,google-oauth-java-client,13433cd7dd06267fc261f0b1d4764f8e3432c824,https://github.com//googleapis/google-oauth-java-client
6868,CVE-2020-7693,https://github.com/sockjs/sockjs-node/commit/dd7e642cd69ee74385825816d30642c43e051d16,sockjs-node,dd7e642cd69ee74385825816d30642c43e051d16,https://github.com//sockjs/sockjs-node
6869,CVE-2020-7698,https://github.com/Gerapy/Gerapy/commit/e8446605eb2424717418eae199ec7aad573da2d2,Gerapy,e8446605eb2424717418eae199ec7aad573da2d2,https://github.com//Gerapy/Gerapy
6870,CVE-2020-7704,https://github.com/piranna/linux-cmdline/commit/53c61a88bc47eb25d71832205056beaab95cf677,linux-cmdline,53c61a88bc47eb25d71832205056beaab95cf677,https://github.com//piranna/linux-cmdline
6871,CVE-2020-7706,https://github.com/mattinsler/connie-lang/commit/ef376d404c712dd28309ba07f28a8f87f24a015a,connie-lang,ef376d404c712dd28309ba07f28a8f87f24a015a,https://github.com//mattinsler/connie-lang
6872,CVE-2020-7707,https://github.com/jquense/expr/commit/df846910915d59f711ce63c1f817815bceab5ff7,expr,df846910915d59f711ce63c1f817815bceab5ff7,https://github.com//jquense/expr
6873,CVE-2020-7708,https://github.com/Irrelon/irrelon-path/commit/8a126b160c1a854ae511659c111413ad9910ebe3,irrelon-path,8a126b160c1a854ae511659c111413ad9910ebe3,https://github.com//Irrelon/irrelon-path
6874,CVE-2020-7729,https://github.com/gruntjs/grunt/commit/e350cea1724eb3476464561a380fb6a64e61e4e7,grunt,e350cea1724eb3476464561a380fb6a64e61e4e7,https://github.com//gruntjs/grunt
6875,CVE-2020-7730,https://github.com/nfriedly/node-bestzip/commit/45d4a901478c6a8f396c8b959dd6cf8fd3f955b6,node-bestzip,45d4a901478c6a8f396c8b959dd6cf8fd3f955b6,https://github.com//nfriedly/node-bestzip
6876,CVE-2020-7733,https://github.com/faisalman/ua-parser-js/commit/233d3bae22a795153a7e6638887ce159c63e557d,ua-parser-js,233d3bae22a795153a7e6638887ce159c63e557d,https://github.com//faisalman/ua-parser-js
6877,CVE-2020-7735,https://github.com/ng-packagr/ng-packagr/commit/bda0fff3443301f252930a73fdc8fb9502de596d,ng-packagr,bda0fff3443301f252930a73fdc8fb9502de596d,https://github.com//ng-packagr/ng-packagr
6878,CVE-2020-7736,https://github.com/b-heilman/bmoor/commit/7d4a086a1dc3ef11ed0b323824d02348734b7da5,bmoor,7d4a086a1dc3ef11ed0b323824d02348734b7da5,https://github.com//b-heilman/bmoor
6879,CVE-2020-7741,https://github.com/MrSwitch/hello.js/commit/d6f5137f30de6e0ef7048191ee6ae575fdc2f669,hello.js,d6f5137f30de6e0ef7048191ee6ae575fdc2f669,https://github.com//MrSwitch/hello.js
6880,CVE-2020-7743,https://github.com/josdejong/mathjs/commit/ecb80514e80bce4e6ec7e71db8ff79954f07c57e,mathjs,ecb80514e80bce4e6ec7e71db8ff79954f07c57e,https://github.com//josdejong/mathjs
6881,CVE-2020-7748,https://github.com/TypedProject/tsed/commit/1395773ddac35926cf058fc6da9fb8e82266761b,tsed,1395773ddac35926cf058fc6da9fb8e82266761b,https://github.com//TypedProject/tsed
6882,CVE-2020-7750,https://github.com/LLK/scratch-svg-renderer/commit/9ebf57588aa596c4fa3bb64209e10ade395aee90,scratch-svg-renderer,9ebf57588aa596c4fa3bb64209e10ade395aee90,https://github.com//LLK/scratch-svg-renderer
6883,CVE-2020-7752,https://github.com/sebhildebrandt/systeminformation/commit/931fecaec2c1a7dcc10457bb8cd552d08089da61,systeminformation,931fecaec2c1a7dcc10457bb8cd552d08089da61,https://github.com//sebhildebrandt/systeminformation
6884,CVE-2020-7754,https://github.com/npm/npm-user-validate/commit/c8a87dac1a4cc6988b5418f30411a8669bef204e,npm-user-validate,c8a87dac1a4cc6988b5418f30411a8669bef204e,https://github.com//npm/npm-user-validate
6885,CVE-2020-7758,https://github.com/browserless/chrome/commit/848b87e5bea4f8473eea85261a5ff922d6ebd2b6,chrome,848b87e5bea4f8473eea85261a5ff922d6ebd2b6,https://github.com//browserless/chrome
6886,CVE-2020-7760,https://github.com/codemirror/CodeMirror/commit/55d0333907117c9231ffdf555ae8824705993bbb,CodeMirror,55d0333907117c9231ffdf555ae8824705993bbb,https://github.com//codemirror/CodeMirror
