id,cve_id,commit_url,project_name,commit_id,repo_url,parent_commit_id
13350,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/21609ddfeff93668c7625a85eb09f1541fdad965,quic-go,21609ddfeff93668c7625a85eb09f1541fdad965,https://github.com//quic-go/quic-go,d7aa627ebde91cf799ada2a07443faa9b1e5abb8
13351,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/3a9c18bcd27a01c551ac9bf8bd2b4bded77c189a,quic-go,3a9c18bcd27a01c551ac9bf8bd2b4bded77c189a,https://github.com//quic-go/quic-go,a3603549eebd4e22fd8ea4d4fe0c9011bc08daa4
13352,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/554d543b50b917369fb1394cc5396d928166cf49,quic-go,554d543b50b917369fb1394cc5396d928166cf49,https://github.com//quic-go/quic-go,3a9c18bcd27a01c551ac9bf8bd2b4bded77c189a
13353,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/6cc3d58935426191296171a6c0d1ee965e10534e,quic-go,6cc3d58935426191296171a6c0d1ee965e10534e,https://github.com//quic-go/quic-go,a0ffa757499913f7be69aa78f573a6aee3430ae4
13354,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/9aaefe19fc3dc8c8917cc87e6128bb56d9e9e6cc,quic-go,9aaefe19fc3dc8c8917cc87e6128bb56d9e9e6cc,https://github.com//quic-go/quic-go,17fc98c2d81dbe685c19702dc694a9d606ac56dc
13355,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/a0ffa757499913f7be69aa78f573a6aee3430ae4,quic-go,a0ffa757499913f7be69aa78f573a6aee3430ae4,https://github.com//quic-go/quic-go,7da12a670eafbbdc32c9613826cc03e447b4d21d
13356,CVE-2023-49295,https://github.com/quic-go/quic-go/commit/d7aa627ebde91cf799ada2a07443faa9b1e5abb8,quic-go,d7aa627ebde91cf799ada2a07443faa9b1e5abb8,https://github.com//quic-go/quic-go,e2c360ceec4689af76720ce79d3c2aeb1569694f
13357,CVE-2023-49296,https://github.com/arduino/arduino-create-agent/commit/9a0e582bb8a1ff8e70d202943ddef8625ccefcc8,arduino-create-agent,9a0e582bb8a1ff8e70d202943ddef8625ccefcc8,https://github.com//arduino/arduino-create-agent,ba3283ccfaee1350c667046077b70d34ca8b6c24
13358,CVE-2023-49297,https://github.com/iterative/PyDrive2/commit/c57355dc2033ad90b7050d681b2c3ba548ff0004,PyDrive2,c57355dc2033ad90b7050d681b2c3ba548ff0004,https://github.com//iterative/PyDrive2,4d83d04948f16804026eaf4449ac02c75ba907a4
13359,CVE-2023-49316,https://github.com/phpseclib/phpseclib/commit/964d78101a70305df33f442f5490f0adb3b7e77f,phpseclib,964d78101a70305df33f442f5490f0adb3b7e77f,https://github.com//phpseclib/phpseclib,9bfd1362598d2990a8cd9e671d1691563ccc64d9
13360,CVE-2023-49337,https://github.com/concretecms/concretecms/commit/07b433799b888c4eb854e052ca58b032ebc6d36f,concretecms,07b433799b888c4eb854e052ca58b032ebc6d36f,https://github.com//concretecms/concretecms,df119c5dbb4ce987c510519b1142eb9cbe2d6991
13361,CVE-2023-49508,https://github.com/YetiForceCompany/YetiForceCRM/commit/ba3a348aa6ecdf0a1d8b289cbb679bebcda7a132,YetiForceCRM,ba3a348aa6ecdf0a1d8b289cbb679bebcda7a132,https://github.com//YetiForceCompany/YetiForceCRM,91937755c6bee3994f3eb7e818c43492ee5e6d73
13362,CVE-2023-4977,https://github.com/librenms/librenms/commit/1194934d31c795a3f6877a96ffaa34b1f475bdd0,librenms,1194934d31c795a3f6877a96ffaa34b1f475bdd0,https://github.com//librenms/librenms,49d66fa31b43acef02eaa09ee9af15fe7e16cd03
